2023-12-27 21:12:100 INFO  ManageBrowser :30 - launching chrome browser
2023-12-27 23:12:112 INFO  Homepage :34 - click on signUpLink [[ChromeDriver: chrome on windows (eb2de6d49acbc70ae75a0f2a9699f8f2)] -> css selector: a[href='/login']]
2023-12-27 23:12:163 INFO  Homepage :38 - Verify new user signup New User Signup!
2023-12-27 23:12:231 INFO  LoginPage :106 - Enter email [[ChromeDriver: chrome on windows (eb2de6d49acbc70ae75a0f2a9699f8f2)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[2]]
2023-12-27 23:12:380 INFO  LoginPage :111 - Enter password [[ChromeDriver: chrome on windows (eb2de6d49acbc70ae75a0f2a9699f8f2)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[3]]
2023-12-27 23:12:746 INFO  LoginPage :117 - click on signUpLink [[ChromeDriver: chrome on windows (eb2de6d49acbc70ae75a0f2a9699f8f2)] -> xpath: //button[contains(text(),'Signup')]]
2023-12-27 23:12:230 INFO  ManageBrowser :30 - launching chrome browser
2023-12-27 23:12:990 INFO  Homepage :34 - click on signUpLink [[ChromeDriver: chrome on windows (7bdbf721bb441a9ead63f6f39f964e02)] -> css selector: a[href='/login']]
2023-12-27 23:12:57 INFO  Homepage :38 - Verify new user signup New User Signup!
2023-12-27 23:12:124 INFO  LoginPage :106 - Enter email [[ChromeDriver: chrome on windows (7bdbf721bb441a9ead63f6f39f964e02)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[2]]
2023-12-27 23:12:243 INFO  LoginPage :111 - Enter password [[ChromeDriver: chrome on windows (7bdbf721bb441a9ead63f6f39f964e02)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[3]]
2023-12-27 23:12:302 INFO  LoginPage :117 - click on signUpLink [[ChromeDriver: chrome on windows (7bdbf721bb441a9ead63f6f39f964e02)] -> xpath: //button[contains(text(),'Signup')]]
2023-12-27 23:12:367 INFO  LoginPage :120 - Verify Enter account text [[ChromeDriver: chrome on windows (7bdbf721bb441a9ead63f6f39f964e02)] -> xpath: //b[contains(text(),'Enter Account Information')]]
2023-12-27 23:12:449 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:484 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (7bdbf721bb441a9ead63f6f39f964e02)] -> xpath: //input[@id='password']]
2023-12-27 23:12:575 INFO  LoginPage :139 - Enter Day [[ChromeDriver: chrome on windows (7bdbf721bb441a9ead63f6f39f964e02)] -> css selector: #days]
2023-12-27 23:12:669 INFO  LoginPage :144 - Enter month [[ChromeDriver: chrome on windows (7bdbf721bb441a9ead63f6f39f964e02)] -> xpath: //select[@id='months']]
2023-12-27 23:12:546 INFO  ManageBrowser :30 - launching chrome browser
2023-12-27 23:12:569 INFO  Homepage :34 - click on signUpLink [[ChromeDriver: chrome on windows (5d3b068e34815eff091d088344b17af4)] -> css selector: a[href='/login']]
2023-12-27 23:12:610 INFO  Homepage :38 - Verify new user signup New User Signup!
2023-12-27 23:12:692 INFO  LoginPage :106 - Enter email [[ChromeDriver: chrome on windows (5d3b068e34815eff091d088344b17af4)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[2]]
2023-12-27 23:12:842 INFO  LoginPage :111 - Enter password [[ChromeDriver: chrome on windows (5d3b068e34815eff091d088344b17af4)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[3]]
2023-12-27 23:12:676 INFO  LoginPage :117 - click on signUpLink [[ChromeDriver: chrome on windows (5d3b068e34815eff091d088344b17af4)] -> xpath: //button[contains(text(),'Signup')]]
2023-12-27 23:12:696 INFO  LoginPage :120 - Verify Enter account text [[ChromeDriver: chrome on windows (5d3b068e34815eff091d088344b17af4)] -> xpath: //b[contains(text(),'Enter Account Information')]]
2023-12-27 23:12:824 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:844 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (5d3b068e34815eff091d088344b17af4)] -> xpath: //input[@id='password']]
2023-12-27 23:12:961 INFO  LoginPage :144 - Enter month [[ChromeDriver: chrome on windows (5d3b068e34815eff091d088344b17af4)] -> xpath: //select[@id='months']]
2023-12-27 23:12:278 INFO  ManageBrowser :30 - launching chrome browser
2023-12-27 23:12:798 INFO  Homepage :34 - click on signUpLink [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> css selector: a[href='/login']]
2023-12-27 23:12:934 INFO  Homepage :38 - Verify new user signup New User Signup!
2023-12-27 23:12:51 INFO  LoginPage :106 - Enter email [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[2]]
2023-12-27 23:12:265 INFO  LoginPage :111 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[3]]
2023-12-27 23:12:560 INFO  LoginPage :117 - click on signUpLink [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //button[contains(text(),'Signup')]]
2023-12-27 23:12:714 INFO  LoginPage :120 - Verify Enter account text [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //b[contains(text(),'Enter Account Information')]]
2023-12-27 23:12:862 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:893 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:29 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:336 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:65 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:310 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:328 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:444 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:593 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:741 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:954 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:973 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:74 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:236 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:382 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:576 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:593 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:704 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:844 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:993 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:134 INFO  LoginPage :153 - Click on checkbox [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='newsletter']]
2023-12-27 23:12:218 INFO  LoginPage :153 - Click on checkbox [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='newsletter']]
2023-12-27 23:12:341 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:362 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:456 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:597 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:747 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:963 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:985 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:98 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:255 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:409 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:622 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:643 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:747 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:910 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:89 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:328 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:355 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:499 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:672 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:823 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:43 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:64 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:207 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:391 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:554 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:779 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:801 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:921 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:101 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:280 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:508 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:530 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:654 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:834 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:987 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:196 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:214 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:334 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:503 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:692 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:914 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:935 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:76 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:247 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:424 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:662 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:681 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='password']]
2023-12-27 23:12:798 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:959 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:120 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (01f17679de751e426650b8ca7faa9924)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:139 INFO  ManageBrowser :30 - launching chrome browser
2023-12-27 23:12:564 INFO  Homepage :34 - click on signUpLink [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> css selector: a[href='/login']]
2023-12-27 23:12:672 INFO  Homepage :38 - Verify new user signup New User Signup!
2023-12-27 23:12:724 INFO  LoginPage :106 - Enter email [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[2]]
2023-12-27 23:12:875 INFO  LoginPage :111 - Enter password [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[3]]
2023-12-27 23:12:763 INFO  LoginPage :117 - click on signUpLink [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //button[contains(text(),'Signup')]]
2023-12-27 23:12:789 INFO  LoginPage :120 - Verify Enter account text [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //b[contains(text(),'Enter Account Information')]]
2023-12-27 23:12:917 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:942 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //input[@id='password']]
2023-12-27 23:12:55 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:220 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:510 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:30 INFO  LoginPage :176 - Enter address2 [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //input[@id='address2']]
2023-12-27 23:12:236 INFO  LoginPage :180 - Select country [[ChromeDriver: chrome on windows (9537ef48e05c9702181956113a3326da)] -> xpath: //select[@id='country']]
2023-12-27 23:12:415 INFO  ManageBrowser :30 - launching chrome browser
2023-12-27 23:12:34 INFO  Homepage :34 - click on signUpLink [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> css selector: a[href='/login']]
2023-12-27 23:12:93 INFO  Homepage :38 - Verify new user signup New User Signup!
2023-12-27 23:12:387 INFO  LoginPage :106 - Enter email [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[2]]
2023-12-27 23:12:590 INFO  LoginPage :111 - Enter password [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //body/section[@id='form']/div[1]/div[1]/div[3]/div[1]/form[1]/input[3]]
2023-12-27 23:12:695 INFO  LoginPage :117 - click on signUpLink [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //button[contains(text(),'Signup')]]
2023-12-27 23:12:747 INFO  LoginPage :120 - Verify Enter account text [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //b[contains(text(),'Enter Account Information')]]
2023-12-27 23:12:123 INFO  LoginPage :130 - Selecting radio button against Mrs.
2023-12-27 23:12:160 INFO  LoginPage :135 - Enter password [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //input[@id='password']]
2023-12-27 23:12:315 INFO  LoginPage :163 - Enter first name [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //input[@id='first_name']]
2023-12-27 23:12:522 INFO  LoginPage :168 - Enter last name [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //input[@id='last_name']]
2023-12-27 23:12:713 INFO  LoginPage :172 - Enter address1 [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //input[@id='address1']]
2023-12-27 23:12:880 INFO  LoginPage :176 - Enter address2 [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //input[@id='address2']]
2023-12-27 23:12:88 INFO  LoginPage :184 - Enter state [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //input[@id='state']]
2023-12-27 23:12:247 INFO  LoginPage :188 - Enter city [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //input[@id='city']]
2023-12-27 23:12:431 INFO  LoginPage :192 - Enter code [[ChromeDriver: chrome on windows (278dc1f8c27b3ea172eca0cd64883093)] -> xpath: //input[@id='zipcode']]
